Storage Location,Storage Type,Storage Bin,Material,Plant,Stock Category,Available stock,Pick quantity,Storage Unit,Storage Unit Type,Quant,Duration,GR Date
2,999,SCRAP,STC08000CVR,3510,,1,0,,PAL,1000642853,1,3/26/19
2,999,SCRAP,TB-20-001,3510,,2,0,,PAL,1000641639,2,3/25/19
2,999,SCRAP,TC-14-001,3510,,1,0,,PAL,1000641636,2,3/25/19
2,999,SCRAP,TC-14-006,3510,,2,0,,PAL,1000642854,1,3/26/19
2,999,SCRAP,TC-15-001,3510,,1,0,,PAL,1000644030,0,8/27/18
2,999,SCRAP,TC-15-004,3510,,1,0,,PAL,1000644031,0,8/27/18
2,999,SCRAP,TC-15-006,3510,,3,0,,PAL,1000642849,1,3/26/19
2,999,SCRAP,TC04573CHP,3510,,1,0,,PAL,1000642855,1,3/26/19
2,999,SCRAP,TY-02-004,3510,,2,0,,PAL,1000644033,0,8/27/18
2,999,SCRAP,WD-01-001,3510,,1,0,,PAL,1000644032,0,8/27/18
2,999,SCRAP,Z1CF-02-001-FR,3510,,2,0,,PAL,1000644034,0,9/29/17
1,999,SCRAP,Z1CS-40-001-HP,3510,,1,0,,PAL,1000644027,0,11/2/18
2,999,SCRAP,Z1PEBAG1014,3510,,400,0,,PAL,1000644037,0,1/19/17
2,999,SCRAP,Z1PEBAG1820,3510,,300,0,,PAL,1000644036,0,1/19/17
2,999,SCRAP,Z1PEBAG2530,3510,,200,0,,PAL,1000644035,0,1/19/17
1,PAL,PALLET,200003,3510,,8,0,7000005585,PAL,1000202104,618,4/2/16
2,PAL,TEMP,200005,3510,,91,0,7000005908,PAL,1000372603,351,4/2/16
1,PAL,PALLET,200035,3510,,8,0,7000003289,PAL,1000485425,212,4/2/16
,PAL,BOBWALL,<<empty>>,,,0,0,,,0,0,
,PAL,PAKISTAN,<<empty>>,,,0,0,,,0,0,
2,PAL,PALLET,AC08101CVR,3510,,1,0,7710000036,PAL,1000639607,5,3/22/19
2,PAL,PALLET,AD-03-001,3510,,1,0,7710000026,PAL,1000638036,6,3/21/19
2,PAL,PALLET,AD-03-001,3510,,2,0,7710000019,PAL,1000641597,2,3/25/19
2,PAL,PALLET,AD-07-001,3510,,1,0,7710000055,PAL,1000642819,1,3/26/19
2,PAL,PALLET,AD-07-001,3510,,1,0,7710000019,PAL,1000641598,2,3/25/19
1,PAL,PALLET,AD-07-001,3510,,1,0,7001010001,PAL,1000644026,0,8/24/18
2,PAL,PALLET,AD-08-001,3510,,2,0,7710000065,PAL,1000635741,7,3/19/19
2,PAL,PALLET,AD-08-001,3510,,1,0,7710000026,PAL,1000638037,6,3/21/19
2,PAL,PALLET,AD-08-001,3510,,2,0,7710000055,PAL,1000642821,1,3/26/19
2,PAL,PALLET,AD-08-001,3510,,1,0,7710000036,PAL,1000639609,5,3/22/19
2,PAL,PALLET,AD-08-001,3510,,1,0,7710000019,PAL,1000641599,2,3/25/19
2,PAL,PALLET,BC11600CVR,3510,,1,0,7710000055,PAL,1000642822,1,3/26/19
2,PAL,PALLET,CC09200ASP,3510,,1,0,7710000026,PAL,1000638038,6,3/21/19
2,PAL,PALLET,CC09801CVR,3510,,1,0,7770000105,PAL,1000638153,6,3/21/19
2,PAL,PALLET,CC09801CVR,3510,,1,0,7710000036,PAL,1000639610,5,3/22/19
2,PAL,PALLET,CF-02-001,3510,,1,0,7770000105,PAL,1000638157,6,3/21/19
2,PAL,PALLET,CF-02-001,3510,,3,0,7710000007,PAL,1000639616,5,3/22/19
2,PAL,PALLET,CF-02-006,3510,,1,0,7710000082,PAL,1000642814,1,3/26/19
2,PAL,PALLET,CF-02-006,3510,,1,0,7710000084,PAL,1000638049,6,3/21/19
2,PAL,PALLET,CF-02-006,3510,,1,0,7710000049,PAL,1000641592,2,3/25/19
2,PAL,PALLET,CF-02-007,3510,,1,0,7770000105,PAL,1000639663,5,3/22/19
2,PAL,PALLET,CF-02-007,3510,,3,0,7710000084,PAL,1000638050,6,3/21/19
2,PAL,PALLET,CF03501CVR,3510,,1,0,7710000007,PAL,1000639619,5,3/22/19
2,PAL,PALLET,CF08500EBN,3510,,1,0,7710000043,PAL,1000625207,20,3/6/19
2,PAL,PALLET,CF08501ASP,3510,,1,0,7710000082,PAL,1000642815,1,3/26/19
2,PAL,PALLET,CF08501CVR,3510,,2,0,7710000007,PAL,1000639617,5,3/22/19
2,PAL,PALLET,CF08501CVR,3510,,2,0,7770000105,PAL,1000638163,6,3/21/19
2,PAL,PALLET,CF08501FRT,3510,,1,0,7710000049,PAL,1000641593,2,3/25/19
2,PAL,PALLET,CF08501GRN,3510,,2,0,7710000082,PAL,1000642816,1,3/26/19
2,PAL,PALLET,CF08501STN,3510,,3,0,7770000129,PAL,1000639634,5,3/22/19
2,PAL,PALLET,CS-50-001,3510,,5,0,7710000082,PAL,1000642817,1,3/26/19
2,PAL,PALLET,CS-50-001,3510,,1,0,7710000007,PAL,1000639618,5,3/22/19
2,PAL,PALLET,CS-50-001,3510,,2,0,7710000084,PAL,1000638051,6,3/21/19
2,PAL,PALLET,CS-50-001,3510,,3,0,7770000105,PAL,1000638160,6,3/21/19
2,PAL,PALLET,CS-50-001,3510,,1,0,7710000049,PAL,1000641591,2,3/25/19
1,PAL,PALLET,CS-50-001,3510,,2,0,7001010001,PAL,1000643689,0,3/27/19
2,PAL,PALLET,CS-50-002,3510,,1,0,7710000082,PAL,1000642818,1,3/26/19
2,PAL,PALLET,CS-50-002,3510,,1,0,7770000105,PAL,1000641628,2,3/25/19
2,PAL,PALLET,CS-50-005,3510,,1,0,7770000105,PAL,1000641631,2,3/25/19
2,PAL,PALLET,CS05101HCV,3510,,2,0,7710000007,PAL,1000639620,5,3/22/19
2,PAL,PALLET,CS05101HCV,3510,,1,0,7770000105,PAL,1000639945,5,3/22/19
1,PAL,PALLET,CS05101HCV,3510,,4,0,7009100035,PAL,1000641646,2,1/4/19
2,PAL,PALLET,CS05103CVR,3510,,1,0,7710000007,PAL,1000639621,5,3/22/19
2,PAL,PALLET,CS05103CVR,3510,,1,0,7710000084,PAL,1000638052,6,3/21/19
2,PAL,PALLET,CS05103CVR,3510,,1,0,7710000049,PAL,1000641595,2,3/25/19
2,PAL,PALLET,CS05103FRT,3510,,1,0,7710000084,PAL,1000638053,6,3/21/19
2,PAL,PALLET,CS05103FRT,3510,,1,0,7710000049,PAL,1000641596,2,3/25/19
2,PAL,PALLET,CS05103GRN,3510,,1,0,7710000049,PAL,1000641594,2,3/25/19
2,PAL,PALLET,CS07001CHC,3510,,1,0,7710000043,PAL,1000636353,7,3/6/19
2,PAL,PALLET,DP00000CVR,3510,,1,0,7710000065,PAL,1000635740,7,3/19/19
2,PAL,PALLET,DP00000CVR,3510,,1,0,7770000129,PAL,1000634908,8,3/19/19
2,PAL,PALLET,HD11000ACS,3510,,1,0,7710000043,PAL,1000625209,20,3/7/19
2,PAL,PALLET,IF-02-001,3510,,3,0,7770000105,PAL,1000635748,7,3/19/19
2,PAL,PALLET,IF-02-001,3510,,1,0,7710000036,PAL,1000639633,5,3/22/19
2,PAL,PALLET,SC-01-001,3510,,2,0,7710000026,PAL,1000638040,6,3/21/19
2,PAL,PALLET,SC-01-001,3510,,1,0,7770000105,PAL,1000638162,6,3/21/19
2,PAL,PALLET,SC-01-001,3510,,1,0,7710000019,PAL,1000641601,2,3/25/19
2,PAL,PALLET,SC-01-006,3510,,2,0,7770000129,PAL,1000639635,5,3/22/19
2,PAL,PALLET,SC04500CVR,3510,,1,0,7710000019,PAL,1000641605,2,3/25/19
2,PAL,PALLET,SC04500CVR,3510,,1,0,7770000105,PAL,1000641630,2,3/25/19
2,PAL,PALLET,SC04500GRN,3510,,1,0,7710000055,PAL,1000642820,1,3/26/19
2,PAL,PALLET,SE-31-007,3510,,1,0,7770000129,PAL,1000638151,6,3/21/19
2,PAL,PALLET,SE10302CHP,3510,,1,0,7710000026,PAL,1000638041,6,3/21/19
2,PAL,PALLET,SE10302CHP,3510,,1,0,7710000055,PAL,1000642825,1,3/26/19
2,PAL,PALLET,SE10302CHP,3510,,1,0,7710000019,PAL,1000641606,2,3/25/19
2,PAL,PALLET,SE10302IRN,3510,,1,0,7770000105,PAL,1000638156,6,3/21/19
2,PAL,PALLET,SE10302IRN,3510,,1,0,7710000026,PAL,1000638042,6,3/21/19
2,PAL,PALLET,SN-02-001,3510,,2,0,7710000036,PAL,1000639612,5,3/22/19
2,PAL,PALLET,SS-05-001,3510,,1,0,7710000026,PAL,1000638043,6,3/21/19
2,PAL,PALLET,SS-05-001,3510,,2,0,7710000036,PAL,1000639611,5,3/22/19
2,PAL,PALLET,SS-06-001,3510,,1,0,7710000026,PAL,1000638044,6,3/21/19
2,PAL,PALLET,SS-06-001,3510,,1,0,7710000019,PAL,1000641602,2,3/25/19
2,PAL,PALLET,ST-18-019,3510,,1,0,7770000129,PAL,1000642847,1,3/26/19
2,PAL,PALLET,ST-41-001,3510,,1,0,7710000043,PAL,1000636354,7,3/6/19
1,PAL,PALLET,ST-41-001,3510,,4,0,7006390020,PAL,1000534183,142,8/15/18
2,PAL,PALLET,ST-41-002,3510,,1,0,7710000036,PAL,1000639613,5,3/22/19
2,PAL,PALLET,ST-41-002,3510,,1,0,7710000043,PAL,1000625211,20,3/6/19
2,PAL,PALLET,ST08101ASP,3510,,1,0,7710000055,PAL,1000642826,1,3/26/19
2,PAL,PALLET,ST10502BIR,3510,,1,0,7710000036,PAL,1000639614,5,3/22/19
2,PAL,PALLET,ST10502CVR,3510,,1,0,7710000043,PAL,1000636355,7,3/6/19
2,PAL,PALLET,ST10502CVR,3510,,1,0,7710000019,PAL,1000641604,2,3/25/19
2,PAL,PALLET,ST10700ASP,3510,,1,0,7710000055,PAL,1000642827,1,3/26/19
2,PAL,PALLET,ST10700ASP,3510,,1,0,7770000105,PAL,1000640019,5,3/22/19
2,PAL,PALLET,ST10700CVR,3510,,1,0,7710000055,PAL,1000642823,1,3/26/19
2,PAL,PALLET,ST10700CVR,3510,,1,0,7710000036,PAL,1000639615,5,3/22/19
2,PAL,PALLET,ST10700CVR,3510,,1,0,7770000105,PAL,1000638164,6,3/21/19
2,PAL,PALLET,STC08000CVR,3510,,1,0,7720000006,PAL,1000633813,9,3/18/19
2,PAL,PALLET,STC08000CVR,3510,,1,0,7720000005,PAL,1000637925,6,3/19/19
2,PAL,PALLET,STC08000CVR,3510,,1,0,7710000019,PAL,1000641607,2,3/25/19
2,PAL,PALLET,TB-20-001,3510,,1,0,7720000006,PAL,1000632175,12,3/13/19
2,PAL,PALLET,TB-20-001,3510,,1,0,7720000005,PAL,1000638080,6,3/21/19
2,PAL,PALLET,TB-20-001,3510,,1,0,7710000019,PAL,1000641603,2,3/25/19
2,PAL,PALLET,TB-20-001,3510,,2,0,7770000105,PAL,1000641629,2,3/25/19
2,PAL,PALLET,TC-14-001,3510,,2,0,7710000043,PAL,1000625213,20,3/7/19
2,PAL,PALLET,TC-14-006,3510,,1,0,7710000026,PAL,1000638045,6,3/21/19
2,PAL,PALLET,TC-14-006,3510,,1,0,7770000129,PAL,1000634910,8,3/19/19
2,PAL,PALLET,TC-14-006,3510,,2,0,7770000105,PAL,1000638159,6,3/21/19
2,PAL,PALLET,TC-15-004,3510,,2,0,7710000043,PAL,1000625214,20,3/6/19
2,PAL,PALLET,TC-15-006,3510,,1,0,7770000105,PAL,1000638154,6,3/21/19
2,PAL,PALLET,TC-15-006,3510,,1,0,7710000026,PAL,1000638039,6,3/21/19
2,PAL,PALLET,TC-15-006,3510,,1,0,7770000129,PAL,1000642846,1,3/26/19
2,PAL,PALLET,TC04512ASP,3510,,1,0,7770000105,PAL,1000638158,6,3/21/19
2,PAL,PALLET,TC04512CVR,3510,,1,0,7710000043,PAL,1000625215,20,3/7/19
2,PAL,PALLET,TC04512GRN,3510,,1,0,7710000026,PAL,1000638046,6,3/21/19
2,PAL,PALLET,TC04512GRN,3510,,1,0,7710000055,PAL,1000642828,1,3/26/19
2,PAL,PALLET,TC04573CHP,3510,,2,0,7770000129,PAL,1000634909,8,3/19/19
1,PAL,PALLET,TC04573IRN,3510,,1,0,7001010001,PAL,1000644021,0,3/27/19
2,PAL,PALLET,TS10500HAP,3510,,1,0,7710000026,PAL,1000638047,6,3/21/19
2,PAL,PALLET,TS10500HCV,3510,,3,0,7710000036,PAL,1000639608,5,3/22/19
2,PAL,PALLET,TS10500HCV,3510,,1,0,7710000019,PAL,1000641600,2,3/25/19
1,PAL,PALLET,Z1CC-02-RC,3510,,20,0,7001010002,PAL,1000636407,6,8/10/17
1,PAL,PALLET,Z1CC09200ASP-CC,3510,,5,0,7001010002,PAL,1000636430,6,6/5/18
1,PAL,PALLET,Z1CC09200ASP-MT,3510,,5,0,7001010002,PAL,1000636431,6,5/16/18
1,PAL,PALLET,Z1CC09200CVR-CC,3510,,5,0,7001010002,PAL,1000636432,6,6/5/18
1,PAL,PALLET,Z1CC09200CVR-MT,3510,,5,0,7001010002,PAL,1000636433,6,5/16/18
1,PAL,PALLET,Z1CC09200FRT-CC,3510,,5,0,7001010002,PAL,1000636434,6,6/5/18
1,PAL,PALLET,Z1CC09200FRT-MT,3510,,5,0,7001010002,PAL,1000636435,6,5/16/18
1,PAL,PALLET,Z1CC09801CVR-BC,3510,,20,0,7001010002,PAL,1000636408,6,6/14/18
1,PAL,PALLET,Z1CC09801CVR-FR,3510,,20,0,7001010002,PAL,1000636409,6,3/29/18
1,PAL,PALLET,Z1CC09801CVR-MT,3510,,20,0,7001010002,PAL,1000636410,6,6/14/18
1,PAL,PALLET,Z1CF-02-001-HA,3510,,1,0,7007200030,PAL,1000458023,244,6/7/18
1,PAL,PALLET,Z1CF-02-001-IS,3510,,2,0,7007200030,PAL,1000458017,244,1/23/18
1,PAL,PALLET,Z1CF-02-002-IS,3510,,1,0,7007200030,PAL,1000458973,243,4/2/16
1,PAL,PALLET,Z1CF-02-003-HC,3510,,1,0,7007200030,PAL,1000459170,242,4/2/16
1,PAL,PALLET,Z1CF-02-005-SG,3510,,1,0,7007200030,PAL,1000459196,242,8/9/16
1,PAL,PALLET,Z1CF-02-006-SG,3510,,2,0,7007200030,PAL,1000459201,242,1/19/17
1,PAL,PALLET,Z1CF-02-007-IS,3510,,2,0,7007200030,PAL,1000459252,242,8/9/16
1,PAL,PALLET,Z1CF-02-007-SG,3510,,1,0,7007200030,PAL,1000459253,242,8/9/16
1,PAL,PALLET,Z1CF-02-026-HC,3510,,2,0,7007200030,PAL,1000458458,243,6/7/18
1,PAL,PALLET,Z1CF-02-026-IS,3510,,4,0,7007200030,PAL,1000470405,231,1/19/17
1,PAL,PALLET,Z1CF-02-100-CP,3510,,1,0,7007200030,PAL,1000470412,231,5/25/17
2,PAL,PALLET,Z1CF-02-100-CP,3510,,9,0,7770000015,PAL,1000475875,224,5/25/17
1,PAL,PALLET,Z1CF08500FOG-SG,3510,,1,0,7007200030,PAL,1000471507,230,10/4/17
1,PAL,PALLET,Z1CS-40-001-HP,3510,,20,0,7001010002,PAL,1000636411,6,1/2/19
1,PAL,PALLET,Z1CS-40-001-SP,3510,,20,0,7001010002,PAL,1000636412,6,1/2/19
1,PAL,PALLET,Z1CS-40-001-WP,3510,,20,0,7001010002,PAL,1000636413,6,1/2/19
2,PAL,PALLET,Z1CS-40-001-WP,3510,,4,0,7800000787,PAL,1000537833,138,8/25/16
1,PAL,PALLET,Z1CS-40-002-HP,3510,,20,0,7001010002,PAL,1000636414,6,1/2/19
1,PAL,PALLET,Z1CS-40-002-SP,3510,,20,0,7001010002,PAL,1000636415,6,1/2/19
1,PAL,PALLET,Z1CS-40-002-WP,3510,,20,0,7001010002,PAL,1000636416,6,1/2/19
1,PAL,PALLET,Z1CS-40-003-HP,3510,,20,0,7001010002,PAL,1000636417,6,1/2/19
1,PAL,PALLET,Z1CS-40-003-WP,3510,,20,0,7001010002,PAL,1000636418,6,1/2/19
1,PAL,PALLET,Z1CS-40-004-HP,3510,,20,0,7001010002,PAL,1000636419,6,1/2/19
1,PAL,PALLET,Z1CS-40-004-SP,3510,,20,0,7001010002,PAL,1000636420,6,1/2/19
1,PAL,PALLET,Z1CS-40-004-WP,3510,,20,0,7001010002,PAL,1000636421,6,1/2/19
1,PAL,PALLET,Z1CS-50-002-IS,3510,,3,0,7007200030,PAL,1000475123,225,10/4/16
2,PAL,PALLET,Z1CS-50-004-HR,3510,,1,0,7770000015,PAL,1000475878,224,6/15/17
2,PAL,PALLET,Z1CS-50-004-SP,3510,,8,0,7770000015,PAL,1000475879,224,6/15/17
